Date,Open,Close,Pct Change_SP500
2009-09-21,1067.8699951171875,1064.6600341796875,-0.3005947308359125
2009-09-28,1066.3499755859375,1062.97998046875,-0.31603087113456496
2009-10-05,1063.68994140625,1040.4599609375,-2.1839052494976863
2009-10-12,1042.02001953125,1076.18994140625,3.2792001338296073
2009-10-19,1074.9599609375,1097.9100341796875,2.134970052481977
2009-10-26,1098.6400146484375,1066.949951171875,-2.884481090623958
2009-11-02,1067.5400390625,1042.8800048828125,-2.309986818044185
2009-11-09,1040.9200439453125,1093.0799560546875,5.010943195183137
2009-11-16,1091.8599853515625,1109.300048828125,1.597280210882257
2009-11-23,1109.219970703125,1106.239990234375,-0.26865550093377877
2009-11-30,1105.8299560546875,1095.6300048828125,-0.922379712724164
2009-12-07,1098.8900146484375,1103.25,0.39676266900625645
2009-12-14,1103.0400390625,1114.1099853515625,1.0035851734331525
2009-12-21,1114.1099853515625,1114.050048828125,-0.005379767188662399
2009-12-28,1114.510009765625,1127.780029296875,1.1906595198764247
2010-01-04,1128.550048828125,1132.989990234375,0.39341998264590394
2010-01-11,1132.6600341796875,1146.97998046875,1.2642757629771406
2010-01-18,1143.81005859375,1136.030029296875,-0.6801854240065075
2010-01-25,1136.030029296875,1096.780029296875,-3.455014303124815
2010-02-01,1095.800048828125,1089.18994140625,-0.6032220411875344
2010-02-08,1090.050048828125,1056.739990234375,-3.055828365822333
2010-02-15,1060.06005859375,1075.510009765625,1.457459985085241
2010-02-22,1079.1300048828125,1108.010009765625,2.6762303663263154
2010-03-01,1107.489990234375,1115.7099609375,0.742216252571759
2010-03-08,1117.010009765625,1138.5,1.923885197670172
2010-03-15,1137.56005859375,1150.510009765625,1.138397139917502
2010-03-22,1150.8299560546875,1165.81005859375,1.3016781897490448
2010-03-29,1166.469970703125,1173.219970703125,0.5786689901610798
2010-04-05,1173.75,1187.43994140625,1.1663421858360001
2010-04-12,1186.010009765625,1196.47998046875,0.8827894045509765
2010-04-19,1195.93994140625,1197.52001953125,0.1321201901779423
2010-04-26,1199.0400390625,1212.050048828125,1.085035473527407
2010-05-03,1209.9200439453125,1202.260009765625,-0.6331025110311916
2010-05-10,1197.5,1159.72998046875,-3.1540726122129437
2010-05-17,1156.3900146484375,1136.93994140625,-1.6819648211940597
2010-05-24,1138.780029296875,1073.6500244140625,-5.719278807780482
2010-05-31,1067.4200439453125,1089.4100341796875,2.060106549348406
2010-06-07,1087.300048828125,1050.469970703125,-3.3872966495950063
2010-06-14,1050.81005859375,1089.6300048828125,3.694287656611639
2010-06-21,1091.2099609375,1113.199951171875,2.0151933194856975
2010-06-28,1113.9000244140625,1074.5699462890625,-3.5308445338879113
2010-07-05,1071.0999755859375,1022.5800170898438,-4.529918737935857
2010-07-12,1028.0899658203125,1078.75,4.9275876493226844
2010-07-19,1080.6500244140625,1071.25,-0.869849090982
2010-07-26,1064.530029296875,1115.010009765625,4.741996851144936
2010-08-02,1117.3599853515625,1125.8599853515625,0.760721711125667
2010-08-09,1125.3399658203125,1127.7900390625,0.21771849544165445
2010-08-16,1122.9200439453125,1079.3800048828125,-3.8773944144344097
2010-08-23,1081.1600341796875,1067.3599853515625,-1.2764112982215026
2010-08-30,1063.199951171875,1048.9200439453125,-1.343106459967669
2010-09-06,1046.8800048828125,1104.510009765625,5.504929372422551
2010-09-13,1102.5999755859375,1121.9000244140625,1.7504125934583614
2010-09-20,1121.1600341796875,1142.7099609375,1.9221097881516824
2010-09-27,1142.8199462890625,1142.1600341796875,-0.057744188970265675
2010-10-04,1142.31005859375,1137.030029296875,-0.462223829436903
2010-10-11,1140.6800537109375,1165.3199462890625,2.1601055000448843
2010-10-18,1164.280029296875,1184.7099609375,1.7547266230240943
2010-10-25,1178.6400146484375,1185.6199951171875,0.5922063040454173
2010-11-01,1184.8800048828125,1184.3800048828125,-0.042198365905365964
